65,80,0,114
69,80,0,114
65,80,461,575
69,80,461,575
65,80,923,1037
69,80,923,1037
65,80,1384,1499
69,80,1384,1499
62,80,1615,1729
65,80,1615,1729
62,80,2076,2191
65,80,2076,2191
62,80,2538,2652
65,80,2538,2652
62,80,2769,2883
65,80,2769,2883
62,80,3230,3345
65,80,3230,3345
60,80,3692,3806
64,80,3692,3806
60,80,4153,4268
64,80,4153,4268
60,80,4615,4729
64,80,4615,4729
60,80,5076,5191
64,80,5076,5191
60,80,5307,5422
64,80,5307,5422
60,80,5769,5883
64,80,5769,5883
60,80,6230,6345
64,80,6230,6345
60,80,6461,6575
64,80,6461,6575
60,80,6923,7037
64,80,6923,7037
89,49,7384,9229
91,49,9230,11075
96,49,11076,12460
95,49,12461,12691
93,49,12692,14768
89,49,14769,16614
91,49,16615,18460
96,49,18461,19845
95,49,19846,20075
93,49,20076,22152
89,80,22153,23999
84,80,22153,24922
84,80,24923,25383
91,80,23999,25845
83,80,25384,25845
96,80,25846,27691
84,80,25846,27691
84,80,27692,28614
84,80,28615,29075
93,80,27692,29537
83,80,29076,29537
89,80,29538,31383
84,80,29538,32306
84,80,32307,32768
91,80,31384,33229
83,80,32769,33229
96,80,33230,35075
84,80,33230,35075
84,80,35076,35537
79,80,35769,35999
88,80,35999,36460
88,80,36461,36922
88,80,36923,38306
89,80,38307,38537
86,80,38538,39691
86,80,39923,40383
84,80,40384,40614
86,80,40615,41075
86,80,41076,41306
84,80,41307,41537
88,80,41538,41998
79,80,41999,42229
81,80,42230,42922
79,80,42923,43152
81,80,43153,43383
86,80,43384,43614
88,80,43615,43845
88,80,43846,44306
88,80,44307,45691
89,80,45692,45922
86,80,45923,47075
86,80,47307,47768
84,80,47769,47998
86,80,47999,48460
86,80,48461,48922
86,80,48923,49383
88,80,49384,49614
84,80,49615,50075
81,82,50076,50998
65,96,51692,51806
65,96,51923,52037
65,96,52153,52268
65,96,52615,52729
65,96,53076,53191
62,96,53307,53422
67,96,53307,53422
62,96,53769,53883
67,96,53769,53883
62,96,54230,54345
67,96,54230,54345
62,96,54461,54575
67,96,54461,54575
62,96,54923,55037
67,96,54923,55037
64,96,55384,55498
67,96,55384,55498
64,96,55615,55729
67,96,55615,55729
64,96,55846,55960
67,96,55846,55960
64,96,56307,56422
67,96,56307,56422
64,96,56769,56883
67,96,56769,56883
60,96,56999,57114
64,96,56999,57114
60,96,57461,57575
64,96,57461,57575
60,96,57923,58037
64,96,57923,58037
60,96,58153,58268
64,96,58153,58268
60,96,58615,58729
64,96,58615,58729
65,96,59076,59191
65,96,59307,59422
65,96,59538,59652
65,96,59999,60114
65,96,60461,60575
62,96,60692,60806
67,96,60692,60806
62,96,61153,61268
67,96,61153,61268
62,96,61615,61729
67,96,61615,61729
62,96,61846,61960
67,96,61846,61960
62,96,62307,62422
67,96,62307,62422
64,96,62769,62883
67,96,62769,62883
64,96,62999,63114
67,96,62999,63114
64,96,63230,63345
67,96,63230,63345
64,96,63692,63806
67,96,63692,63806
64,96,64153,64268
67,96,64153,64268
60,96,64384,64498
64,96,64384,64498
60,96,64846,64960
64,96,64846,64960
60,96,65307,65422
64,96,65307,65422
60,96,65538,65652
64,96,65538,65652
60,96,65999,66114
64,96,65999,66114
60,80,66461,66575
65,80,66461,66575
60,80,66923,67037
65,80,66923,67037
60,80,67384,67498
65,80,67384,67498
60,80,67846,67960
65,80,67846,67960
62,80,68076,68191
67,80,68076,68191
62,80,68538,68652
67,80,68538,68652
62,80,68999,69114
67,80,68999,69114
62,80,69230,69345
67,80,69230,69345
62,80,69692,69806
67,80,69692,69806
60,80,70153,70268
64,80,70153,70268
60,80,70615,70729
64,80,70615,70729
60,80,71076,71191
64,80,71076,71191
60,80,71538,71652
64,80,71538,71652
60,80,71769,71883
64,80,71769,71883
60,80,72230,72345
64,80,72230,72345
60,80,72692,72806
64,80,72692,72806
60,80,72923,73037
64,80,72923,73037
60,80,73384,73498
64,80,73384,73498
60,80,73846,73960
65,80,73846,73960
60,80,74307,74422
65,80,74307,74422
60,80,74769,74883
65,80,74769,74883
60,80,75230,75345
65,80,75230,75345
62,80,75461,75575
67,80,75461,75575
62,80,75923,76037
67,80,75923,76037
62,80,76384,76498
67,80,76384,76498
62,80,76615,76729
67,80,76615,76729
62,80,77076,77191
67,80,77076,77191
60,80,77538,77652
64,80,77538,77652
60,80,77999,78114
64,80,77999,78114
60,80,78461,78575
64,80,78461,78575
60,80,78922,79037
64,80,78922,79037
60,80,79153,79268
64,80,79153,79268
60,80,79615,79729
64,80,79615,79729
60,80,80076,80191
64,80,80076,80191
60,80,80307,80422
64,80,80307,80422
60,80,80769,80883
64,80,80769,80883
60,80,81230,81345
65,80,81230,81345
60,80,81692,81806
65,80,81692,81806
60,80,82153,82268
65,80,82153,82268
60,80,82615,82729
65,80,82615,82729
62,80,82846,82960
67,80,82846,82960
62,80,83307,83422
67,80,83307,83422
62,80,83769,83883
67,80,83769,83883
62,80,83999,84114
67,80,83999,84114
62,80,84461,84575
67,80,84461,84575
60,80,84922,85037
64,80,84922,85037
60,80,85384,85498
64,80,85384,85498
60,80,85846,85960
64,80,85846,85960
60,80,86307,86422
64,80,86307,86422
60,80,86538,86652
64,80,86538,86652
60,80,86999,87114
64,80,86999,87114
60,80,87461,87575
64,80,87461,87575
60,80,87692,87806
64,80,87692,87806
60,80,88153,88268
64,80,88153,88268
60,80,88615,88729
65,80,88615,88729
60,80,89076,89191
65,80,89076,89191
60,80,89538,89652
65,80,89538,89652
60,80,89999,90114
65,80,89999,90114
62,80,90230,90345
67,80,90230,90345
62,80,90692,90806
67,80,90692,90806
62,80,91153,91268
67,80,91153,91268
62,80,91384,91498
67,80,91384,91498
62,80,91846,91960
67,80,91846,91960
60,80,92307,92422
64,80,92307,92422
60,80,92769,92883
64,80,92769,92883
60,80,93230,93345
64,80,93230,93345
60,80,93692,93806
64,80,93692,93806
60,80,93922,94037
64,80,93922,94037
60,80,94384,94498
64,80,94384,94498
60,80,94846,94960
64,80,94846,94960
60,80,95076,95191
64,80,95076,95191
79,96,95769,95998
91,96,95769,95998
81,96,95999,96460
93,96,95999,96460
81,96,96461,96922
93,96,96461,96922
81,96,96922,97152
93,96,96922,97152
79,96,97153,97383
91,96,97153,97383
81,96,97384,97614
93,96,97384,97614
79,96,97615,98306
91,96,97615,98306
74,96,98307,98537
86,96,98307,98537
76,96,98538,98998
88,96,98538,98998
77,96,98999,99691
89,96,98999,99691
79,96,99692,100152
91,96,99692,100152
79,96,100153,100614
91,96,100153,100614
79,96,100615,100845
91,96,100615,100845
76,96,100846,101075
88,96,100846,101075
79,96,101076,101306
91,96,101076,101306
76,96,101307,101998
88,96,101307,101998
69,96,101999,102229
81,96,101999,102229
71,96,102230,102691
83,96,102230,102691
72,96,102692,103383
84,96,102692,103383
81,96,103384,103845
93,96,103384,103845
81,96,103846,104306
93,96,103846,104306
81,96,104307,104537
93,96,104307,104537
79,96,104538,104768
91,96,104538,104768
81,96,104769,104998
93,96,104769,104998
79,96,104999,105691
91,96,104999,105691
74,96,105692,105922
86,96,105692,105922
76,96,105922,106383
88,96,105922,106383
76,96,106384,107075
89,96,106384,107075
79,96,107076,107306
91,96,107076,107306
76,96,107307,107537
88,96,107307,107537
79,96,107538,107998
91,96,107538,107998
79,96,107999,108229
91,96,107999,108229
76,96,108230,108460
88,96,108230,108460
79,96,108461,108691
91,96,108461,108691
76,96,108692,109383
88,96,108692,109383
69,96,109384,109614
81,96,109384,109614
71,96,109615,110075
83,96,109615,110075
72,96,110076,110768
84,96,110076,110768
93,96,110769,111229
93,96,111230,111691
93,96,111692,111922
91,96,111922,112152
93,96,112153,112383
95,115,112384,113075
95,96,113076,113191
95,115,113307,113998
67,96,114461,114922
79,96,114461,114922
72,96,114922,115383
84,96,114922,115383
74,96,115384,115845
86,96,115384,115845
72,96,115846,116075
84,96,115846,116075
71,96,116076,116306
83,96,116076,116306
72,96,116307,116421
77,96,116307,116421
72,115,116538,116998
76,115,116538,116998
72,96,116999,117691
76,96,116999,117691
72,96,117692,117921
76,96,117692,117921
72,96,117922,118152
76,96,117922,118152
67,96,118153,119306
76,96,118153,119306
67,96,119307,119768
77,96,119307,119768
67,96,119769,120921
74,96,119769,120921
71,64,121153,121383
74,64,121384,121614
72,64,121615,121845
71,64,121846,122075
71,64,122076,122768
76,64,122769,123229
71,64,123230,123230
71,64,123230,123460
72,64,123461,123461
79,74,124846,124960
81,76,125076,125191
83,78,125307,125421
72,64,123461,125537
72,80,125538,125652
72,80,125999,126114
72,80,126461,126575
72,80,126922,127037
72,80,127153,127268
72,80,127615,127729
72,80,128076,128191
72,80,128307,128421
72,80,128769,128883
84,80,125538,129229
72,80,129230,129345
72,80,129692,129806
72,80,130153,130268
72,80,130615,130729
72,80,130846,130960
72,80,131307,131421
72,80,131769,131883
72,80,131999,132114
72,80,132461,132575
84,80,129230,132921
72,80,132922,133037
72,80,133384,133498
72,80,133846,133960
72,80,134307,134421
72,80,134538,134652
72,80,134999,135114
72,80,135461,135575
72,80,135692,135806
72,80,136153,136268
84,80,132922,136614
74,80,136846,136960
74,80,137307,137421
74,80,137538,137652
74,80,137999,138114
86,80,136615,138460
76,80,138692,138921
79,80,138922,139152
84,80,139153,139845
83,80,139846,140306
81,80,140307,141921
79,80,141922,142383
76,80,142384,142614
79,80,142615,142845
84,80,142846,143075
84,80,143076,143537
83,80,143538,143768
79,80,143769,145614
76,80,145615,146075
76,80,146076,146306
79,80,146307,146537
84,80,146538,146768
84,80,146769,147229
83,80,147230,147460
81,80,147461,149306
79,80,149307,149768
76,80,149769,149998
79,80,149999,150229
84,80,150230,150921
83,80,150922,151152
79,80,151153,152998
76,80,152999,154845
79,96,154845,155075
91,96,154845,155075
81,96,155076,155537
93,96,155076,155537
81,96,155538,155998
93,96,155538,155998
81,96,155999,156229
93,96,155999,156229
79,96,156230,156460
91,96,156230,156460
81,96,156461,156691
93,96,156461,156691
79,96,156692,157383
91,96,156692,157383
74,96,157384,157614
86,96,157384,157614
76,96,157615,158075
88,96,157615,158075
77,96,158076,158768
89,96,158076,158768
79,96,158769,159229
91,96,158769,159229
79,96,159230,159691
91,96,159230,159691
79,96,159692,159921
91,96,159692,159921
76,96,159922,160152
88,96,159922,160152
79,96,160153,160383
91,96,160153,160383
76,96,160384,161075
88,96,160384,161075
69,96,161076,161306
81,96,161076,161306
71,96,161307,161768
83,96,161307,161768
72,96,161769,162460
84,96,161769,162460
81,96,162461,162921
93,96,162461,162921
81,96,162922,163383
93,96,162922,163383
81,96,163384,163614
93,96,163384,163614
79,96,163615,163845
91,96,163615,163845
81,96,163845,164075
93,96,163845,164075
79,96,164076,164768
91,96,164076,164768
74,96,164769,164998
86,96,164769,164998
76,96,164999,165460
88,96,164999,165460
76,96,165461,166152
89,96,165461,166152
79,96,166153,166383
91,96,166153,166383
76,96,166384,166614
88,96,166384,166614
79,96,166615,167075
91,96,166615,167075
79,96,167076,167306
91,96,167076,167306
76,96,167307,167537
88,96,167307,167537
79,96,167538,167768
91,96,167538,167768
76,96,167769,168460
88,96,167769,168460
69,96,168461,168691
81,96,168461,168691
71,96,168692,169152
83,96,168692,169152
72,96,169153,169845
84,96,169153,169845
93,96,169845,170306
93,96,170307,170768
93,96,170769,170998
91,96,170999,171229
93,96,171230,171460
95,115,171461,172152
95,96,172153,172268
95,115,172384,173075
67,96,173538,173998
79,96,173538,173998
72,96,173999,174460
84,96,173999,174460
74,96,174461,174921
86,96,174461,174921
72,96,174922,175152
84,96,174922,175152
71,96,175153,175383
83,96,175153,175383
72,96,175384,175498
77,96,175384,175498
72,115,175615,176075
76,115,175615,176075
72,96,176076,176768
76,96,176076,176768
72,96,176769,176998
76,96,176769,176998
72,96,176999,177229
76,96,176999,177229
76,80,177230,178383
